geoid,countyfp,cvapdens
6067002300,67,0.00270384067124
6067002400,67,0.00347491718537
6067009004,67,0.00245526995287
6067008913,67,0.00287631831256
6067008910,67,0.00241975985025
6067008911,67,0.00137474825874
6067009504,67,0.00130372805349
6067009322,67,0.00884708842523
6067009503,67,0.0019023269263
6067009502,67,0.00510330903428
6067009006,67,0.00336331400569
6067009005,67,0.00230815667057
6067009108,67,0.00274949651747
6067009109,67,0.00401771446834
6067009111,67,0.00427135805851
6067007017,67,0.00214075190106
6067007015,67,0.00335316826208
6067008513,67,0.0020595859522
6067007107,67,0.00253643590173
6067002500,67,0.00123778072004
6067003900,67,0.00275964226108
6067004005,67,0.00340896985192
6067004004,67,0.00506272605985
6067004001,67,0.0042561394431
6067005403,67,0.00204436733679
6067005402,67,0.00219148061909
6067005404,67,0.00443876282802
6067004401,67,0.00258716461976
6067004203,67,0.00302343159486
6067004300,67,0.00538231698347
6067004100,67,0.00282051672272
6067004202,67,0.00335316826208
6067004012,67,0.0027951523637
6067005502,67,0.00297270287683
6067004006,67,0.00386045544243
6067005601,67,0.00384016395522
6067004402,67,0.00209002318302
6067004601,67,0.00430179528933
6067004602,67,0.0023538125168
6067004801,67,0.00364232195488
6067005201,67,0.00283573533813
6067004904,67,0.00379450810899
6067004903,67,0.00399235010932
6067004802,67,0.00253643590173
6067005202,67,0.00292197415879
6067005605,67,0.00215089764467
6067003101,67,0.00225742795254
6067005701,67,0.00227771943975
6067005606,67,0.00340389698012
6067005702,67,0.00343433421094
6067005801,67,0.00427643093031
6067002900,67,0.00394669426309
6067003000,67,0.00500185159821
6067003102,67,0.00179072374662
6067002800,67,0.00208495031122
6067004905,67,0.00356115600603
6067005101,67,0.00276471513288
6067005002,67,0.0041140990326
6067004906,67,0.00181101523383
6067002200,67,0.00274949651747
6067004008,67,0.00266325769681
6067004011,67,0.00233352102959
6067004010,67,0.00386045544243
6067004009,67,0.00375392513456
6067003502,67,0.00203422159319
6067003300,67,0.00318576349257
6067003400,67,0.00342926133914
6067003800,67,0.00368290492931
6067003700,67,0.00221177210631
6067002100,67,0.00173492215678
6067007207,67,0.00297270287683
6067005804,67,0.00200378436237
6067005803,67,0.00297777574863
6067007206,67,0.0027850066201
6067007209,67,0.00284588108174
6067007402,67,0.00395176713489
6067007208,67,0.00318576349257
6067007204,67,0.00288139118436
6067007403,67,0.00314010764634
6067007414,67,0.00276978800469
6067007416,67,0.00299299436404
6067007413,67,0.00334302251848
6067007417,67,0.00213567902926
6067007422,67,0.00151678866923
6067007421,67,0.00575770949692
6067006102,67,0.00261252897878
6067006002,67,0.00300314010765
6067006101,67,0.00336331400569
6067006201,67,0.0036676863139
6067006003,67,0.00300314010765
6067005901,67,0.0049866329828
6067007904,67,0.00378943523718
6067007701,67,0.00461631334115
6067007802,67,0.00400249585293
6067007801,67,0.00430686816113
6067007905,67,0.00353579164701
6067007702,67,0.00331258528766
6067007601,67,0.00506272605985
6067006202,67,0.00224728220893
6067006400,67,0.00274949651747
6067006300,67,0.00325678369782
6067006701,67,0.00481415534148
6067006600,67,0.00371841503193
6067006500,67,0.00393147564768
6067006800,67,0.00393654851948
6067006702,67,0.00328214805684
6067008007,67,0.00226757369615
6067008006,67,0.00450978303327
6067008005,67,0.00369812354472
6067008009,67,0.00365246769849
6067008117,67,0.00162839184891
6067008113,67,0.00273427790206
6067008120,67,0.00320605497978
6067008119,67,0.00430179528933
6067008111,67,0.00485473831591
6067008010,67,0.00367783205751
6067007004,67,0.00441339846901
6067006900,67,0.00319083636437
6067007001,67,0.00224220933713
6067007007,67,0.0032314193388
6067007501,67,0.00412931764801
6067007503,67,0.00310967041552
6067007504,67,0.00145591420759
6067007013,67,0.0020545130804
6067007010,67,0.00295241138961
6067007012,67,0.00238932261943
6067007011,67,0.00423584795589
6067007014,67,0.00477864523886
6067007202,67,0.00250599867091
6067009900,67,0.00251614441451
6067009606,67,0.00460109472574
6067000100,67,0.00296255713322
6067007429,67,0.00315025338995
6067007426,67,0.00151171579743
6067007427,67,0.00450978303327
6067007432,67,0.00344955282635
6067007431,67,0.00218133487549
6067007433,67,0.00529100529101
6067007430,67,0.00477864523886
6067008507,67,0.00262267472239
6067008505,67,0.00144069559218
6067009331,67,0.0051337462651
6067008704,67,0.00198349287515
6067009329,67,0.00130880092529
6067009324,67,0.00201900297778
6067009010,67,0.00314518051814
6067008801,67,0.0027850066201
6067009201,67,0.00222191784991
6067009638,67,0.00489532129034
6067008703,67,0.00340896985192
6067008508,67,0.00443876282802
6067005509,67,0.00134431102792
6067009328,67,0.00355101026242
6067009332,67,0.000908044052819
6067007018,67,0.00331765815946
6067003204,67,0.00331258528766
6067009634,67,0.00186174395187
6067007106,67,0.0051337462651
6067009630,67,0.00653385888285
6067009408,67,0.00121748923283
6067009633,67,0.00200378436237
6067009632,67,0.00467718780279
6067009636,67,0.00491561277755
6067009635,67,0.00375392513456
6067004502,67,0.0023538125168
6067004701,67,0.00179072374662
6067004501,67,0.00154215302825
6067009639,67,0.00254150877353
6067004702,67,0.00247048856828
6067005510,67,0.00325678369782
6067005904,67,0.0035205730316
6067005204,67,0.00348506292897
6067007016,67,0.00355608313422
6067005205,67,0.00159288174629
6067008506,67,0.00163346472071
6067007020,67,0.00332273103126
6067007428,67,0.00244005133746
6067007102,67,0.00589467703562
6067009011,67,0.00270384067124
6067008509,67,0.00325171082602
6067005903,67,0.00165882907973
6067009407,67,0.00657444185728
6067007103,67,0.00282558959453
6067009622,67,0.00487502980312
6067007019,67,0.000512360052149
6067007104,67,0.00488517554673
6067005301,67,0.000644254719039
6067003202,67,0.00320098210798
6067005505,67,0.00315025338995
6067007424,67,0.00241468697845
6067007406,67,0.00551928452216
6067009312,67,0.0042561394431
6067008600,67,0.0054279728297
6067009406,67,0.00171463066957
6067002700,67,0.00265818482501
6067000200,67,0.00309952467191
6067000300,67,0.0024907800555
6067000400,67,0.003226346467
6067000500,67,0.00292704703059
6067002000,67,0.00185159820826
6067001900,67,0.00251107154271
6067001800,67,0.00384523682702
6067008137,67,0.00154215302825
6067007423,67,0.00256180026075
6067005102,67,0.0032314193388
6067009307,67,0.00368797780111
6067004201,67,0.00317561774896
6067008905,67,0.00350535441619
6067001200,67,0.00285602682535
6067001300,67,0.00272920503026
6067000600,67,0.000999355745281
6067001400,67,0.00223713646532
6067000700,67,0.00209509605483
6067000800,67,0.00128343656627
6067001500,67,0.00390103841686
6067005508,67,0.00284588108174
6067007602,67,0.00371841503193
6067003600,67,0.00168419343875
6067008912,67,0.00239946836303
6067009110,67,0.000882679693801
6067008140,67,0.00210016892663
6067003501,67,0.00203422159319
6067008008,67,0.00390611128866
6067007415,67,0.00231830241418
6067009501,67,0.00143054984857
6067009403,67,0.0014609870794
6067009314,67,0.00423077508408
6067005001,67,0.00517432923953
6067006004,67,0.00192769128531
6067007906,67,0.00284080820994
6067008207,67,0.0033683868775
6067009103,67,0.00243497846566
6067009008,67,0.00271905928665
6067009007,67,0.00173492215678
6067009106,67,0.00328214805684
6067009323,67,0.00377928949358
6067001600,67,0.00485473831591
6067001700,67,0.00452500164868
6067009107,67,0.00255672738894
6067009608,67,0.00435252400737
6067009601,67,0.00379450810899
6067005506,67,0.00175014077219
6067007903,67,0.00369305067292
6067008122,67,0.00270384067124
6067008129,67,0.00223206359352
6067008130,67,0.00288646405617
6067009404,67,0.00428150380212
6067009105,67,0.00193783702892
6067008125,67,0.00407858892998
6067008124,67,0.00355101026242
6067008127,67,0.00374885226275
6067008128,67,0.00158780887448
6067008131,67,0.00356115600603
6067008133,67,0.00195305564433
6067008134,67,0.00378436236538
6067008132,67,0.00302343159486
6067009619,67,0.00565625206085
6067009610,67,0.00375392513456
6067009609,67,0.00323649221061
6067002600,67,0.00210524179843
6067008135,67,0.00325678369782
6067008138,67,0.00272920503026
6067008139,67,0.00263282046599
6067008141,67,0.0042612123149
6067008142,67,0.0024958529273
6067008143,67,0.00310459754372
6067008136,67,0.00178057800301
6067008144,67,0.00193783702892
6067008204,67,0.00338867836471
6067008203,67,0.00383001821161
6067008145,67,0.00611281052317
6067008510,67,0.00325678369782
6067008208,67,0.00363217621127
6067008206,67,0.00414453626342
6067008209,67,0.00340389698012
6067007301,67,0.00332273103126
6067009325,67,0.000801513744946
6067007101,67,0.000177550513121
6067008705,67,0.00401771446834
6067009326,67,0.00362710333947
6067009330,67,0.00263282046599
6067007105,67,0.0048496654441
6067003203,67,0.00181608810564
6067009637,67,0.00407858892998
6067001101,67,0.0019023269263
6067988300,67,0.00596062436906
6067009611,67,0.00221684497811
6067009615,67,0.00546348293232
6067009616,67,0.00379958098079
6067009614,67,0.00497141436739
6067009800,67,0.00133923815611
6067009612,67,0.00360173898045
6067008404,67,0.00236903113221
6067008211,67,0.00222699072172
6067008403,67,0.00401771446834
6067008402,67,0.00402278734014
6067008210,67,0.00477864523886
6067009308,67,0.00452500164868
6067009112,67,0.00275456938928
6067009617,67,0.00269369492764
6067009618,67,0.00329229380044
6067008504,67,0.00304372308207
6067008501,67,0.00437788836638
6067008512,67,0.00241975985025
6067008907,67,0.00357637462144
6067008908,67,0.00334809539028
6067008909,67,0.00171970354137
6067008702,67,0.00242990559386
6067009309,67,0.00198349287515
6067009316,67,0.00255165451714
6067009318,67,0.00155737164366
6067009310,67,0.00497648723919
6067009317,67,0.00408873467359
6067009319,67,0.00325171082602
6067009320,67,0.00282558959453
6067009311,67,0.00433223252015
6067009321,67,0.00412931764801
