GEOID,prc_nonengprof_final
6067000100,0.03994809856
6067000200,0.0343209574129
6067000300,0.0573145840987
6067000400,0.0870998743216
6067000500,0.127189204709
6067000600,0.165446946226
6067000700,0.220666941128
6067000800,0.272209910546
6067001101,0.0657276995305
6067001200,0.146903692194
6067001300,0.0806114071108
6067001400,0.0827423486269
6067001500,0.060103510503
6067001600,0.049840308086
6067001700,0.0647482014388
6067001800,0.0679963735267
6067001900,0.0840950752087
6067002000,0.197663971249
6067002100,0.244816586922
6067002200,0.119426751592
6067002300,0.134607869639
6067002400,0.155208522561
6067002500,0.184862861241
6067002600,0.114006708466
6067002700,0.103535353535
6067002800,0.112297734628
6067002900,0.115646258503
6067003000,0.141099392777
6067003101,0.0860883797054
6067003102,0.154627949183
6067003202,0.290472345579
6067003203,0.358851674641
6067003204,0.384615384615
6067003300,0.0827244258873
6067003400,0.108241371214
6067003501,0.0742880726372
6067003502,0.223067173638
6067003600,0.307638888889
6067003700,0.191387559809
6067003800,0.168663243963
6067003900,0.0690389294404
6067004001,0.096440397351
6067004004,0.0984422675446
6067004005,0.126215895611
6067004006,0.0731445731446
6067004008,0.0886597938144
6067004009,0.131752906314
6067004010,0.0735779060181
6067004011,0.111459421804
6067004012,0.0717806531115
6067004100,0.319601629697
6067004201,0.222156398104
6067004202,0.236382113821
6067004203,0.233884297521
6067004300,0.257529768854
6067004401,0.306808859721
6067004402,0.317874396135
6067004501,0.46019278829
6067004502,0.259133964817
6067004601,0.211198143313
6067004602,0.367486338798
6067004701,0.325129533679
6067004702,0.365280289331
6067004801,0.36717585693
6067004802,0.317176680813
6067004903,0.315557581282
6067004904,0.169022046354
6067004905,0.317662422462
6067004906,0.262191048764
6067005001,0.321914594087
6067005002,0.263573883162
6067005101,0.28819784525
6067005102,0.157332193245
6067005201,0.0701538461538
6067005202,0.0633694339631
6067005204,0.0716682646213
6067005205,0.22002091954
6067005301,0.261506868256
6067005402,0.060321190756
6067005403,0.0479669494001
6067005404,0.0463663785175
6067005502,0.227291494633
6067005505,0.165111111111
6067005506,0.181596375044
6067005508,0.0601221241721
6067005509,0.168764302059
6067005510,0.102075950896
6067005601,0.124085537245
6067005605,0.102741884652
6067005606,0.0805312148881
6067005701,0.0622723285141
6067005702,0.0549016370613
6067005801,0.0721418393529
6067005803,0.0486614928129
6067005804,0.0600992963901
6067005901,0.0887980066491
6067005903,0.0751856433597
6067005904,0.0664812360108
6067006002,0.0674738285876
6067006003,0.138067520373
6067006004,0.0866779805687
6067006101,0.0891823025249
6067006102,0.122435030818
6067006201,0.125463208047
6067006202,0.164581961817
6067006300,0.223420949392
6067006400,0.188609162196
6067006500,0.155129011957
6067006600,0.162003685709
6067006701,0.174816772798
6067006702,0.288094856593
6067006800,0.255679351758
6067006900,0.195667365479
6067007001,0.255324813632
6067007004,0.183536766895
6067007007,0.274312282061
6067007010,0.0651493598862
6067007011,0.104309586631
6067007012,0.148420335732
6067007013,0.165654520918
6067007014,0.1173799367
6067007015,0.0768688293371
6067007016,0.167497507478
6067007017,0.0629173989455
6067007018,0.146549835706
6067007019,0.159780266441
6067007020,0.110309518269
6067007101,0.234060424257
6067007102,0.121373836891
6067007103,0.107170196479
6067007104,0.128399746996
6067007105,0.248264156766
6067007106,0.129416234013
6067007107,0.120582765034
6067007202,0.181524032103
6067007204,0.167810650888
6067007206,0.106856403622
6067007207,0.13567839196
6067007208,0.0668805528134
6067007209,0.0752073205605
6067007301,0.142616033755
6067007402,0.166805393707
6067007403,0.149476831091
6067007406,0.197237431558
6067007413,0.198208469055
6067007414,0.151348520555
6067007415,0.157926745413
6067007416,0.139801375095
6067007417,0.184974747475
6067007421,0.153037653038
6067007422,0.230666666667
6067007423,0.233745047774
6067007424,0.143833488661
6067007426,0.205259691989
6067007427,0.197141594224
6067007428,0.164709517923
6067007429,0.162464371848
6067007430,0.177771633951
6067007431,0.155696202532
6067007432,0.104733131923
6067007433,0.204598902535
6067007501,0.134715928895
6067007503,0.108660785886
6067007504,0.129496402878
6067007601,0.0941683335898
6067007602,0.0586598158852
6067007701,0.0885442721361
6067007702,0.0741551789766
6067007801,0.0562015503876
6067007802,0.111846599499
6067007903,0.0821475496248
6067007904,0.065100947672
6067007905,0.059227671168
6067007906,0.0620835857056
6067008005,0.0696007981362
6067008006,0.0657395026589
6067008007,0.143004115226
6067008008,0.0848923408135
6067008009,0.0727903323452
6067008010,0.096286701209
6067008111,0.0873340979846
6067008113,0.0838947620279
6067008117,0.0859880528459
6067008119,0.0741105523107
6067008120,0.0572373441872
6067008122,0.0629924336728
6067008124,0.0555041628122
6067008125,0.0777365823012
6067008127,0.0621662852784
6067008128,0.0763394333557
6067008129,0.0787670526369
6067008130,0.142491020953
6067008131,0.0532544378698
6067008132,0.0850232921979
6067008133,0.153817365269
6067008134,0.0584872471416
6067008135,0.0712144737267
6067008136,0.102319236016
6067008137,0.15404475043
6067008138,0.149944873208
6067008139,0.115667074663
6067008140,0.0735981308411
6067008141,0.165926833002
6067008142,0.109451219512
6067008143,0.0622234097145
6067008144,0.0724711651551
6067008145,0.0666931321953
6067008203,0.0409577819786
6067008204,0.0512341334505
6067008206,0.0326242000822
6067008207,0.0408647574133
6067008208,0.0341587673731
6067008209,0.0304046654228
6067008210,0.031117129951
6067008211,0.039744836639
6067008402,0.0428482329945
6067008403,0.0745357367988
6067008404,0.0420393965426
6067008501,0.0435728567767
6067008504,0.0917256748683
6067008505,0.0766609542305
6067008506,0.0961457009742
6067008507,0.0577464788732
6067008508,0.0855704697987
6067008509,0.058915420665
6067008510,0.0521582733813
6067008512,0.0867757138897
6067008513,0.0885704982091
6067008600,0.101948798951
6067008702,0.0839321143124
6067008703,0.12024644147
6067008704,0.146604938272
6067008705,0.108687943262
6067008801,0.115583075335
6067008905,0.126479461592
6067008907,0.106927397545
6067008908,0.146746065504
6067008909,0.0973526900085
6067008910,0.187221396731
6067008911,0.116200578592
6067008912,0.0581843673326
6067008913,0.199806248486
6067009004,0.163884673748
6067009005,0.182635658915
6067009006,0.212722438126
6067009007,0.211458725971
6067009008,0.198702170508
6067009010,0.101354401806
6067009011,0.173877771769
6067009103,0.133036282623
6067009105,0.0756774162543
6067009106,0.0774263838834
6067009107,0.083638787071
6067009108,0.124096385542
6067009109,0.0820328131253
6067009110,0.196581196581
6067009111,0.126777662157
6067009112,0.112004435819
6067009201,0.239524909271
6067009307,0.154722213032
6067009308,0.144888121141
6067009309,0.0913640811544
6067009310,0.0983507338478
6067009311,0.155024222535
6067009312,0.207939508507
6067009314,0.227204534089
6067009316,0.302883450448
6067009317,0.149316508938
6067009318,0.319765002098
6067009319,0.39369135556
6067009320,0.250995083119
6067009321,0.182884144207
6067009322,0.183504034761
6067009323,0.081616481775
6067009324,0.0707360861759
6067009325,0.130905672124
6067009326,0.136003337505
6067009328,0.21154630763
6067009329,0.179449360865
6067009330,0.141932002159
6067009331,0.108000568424
6067009332,0.181912212305
6067009403,0.129441624365
6067009404,0.0491776565978
6067009406,0.068073483447
6067009407,0.128250838926
6067009408,0.113425925926
6067009501,0.324595219738
6067009502,0.0789915966387
6067009503,0.196883852691
6067009504,0.133956386293
6067009601,0.243220761936
6067009606,0.201268062518
6067009608,0.265060240964
6067009609,0.217637856864
6067009610,0.265236206275
6067009611,0.148291424887
6067009612,0.136640557006
6067009614,0.173590711988
6067009615,0.131533217484
6067009616,0.0935251798561
6067009617,0.0917297612114
6067009618,0.195397211773
6067009619,0.124062165059
6067009622,0.0639375090409
6067009630,0.164052697616
6067009632,0.193533834586
6067009633,0.212139981418
6067009634,0.27508650519
6067009635,0.118213383838
6067009636,0.161627420928
6067009637,0.161992741669
6067009638,0.0969980632666
6067009639,0.195622435021
6067009800,0.107663077897
6067009900,0.191695874899
6067988300,0.0428571428571
