GEOID,prc_Youth_Final
6067000100,0.0289662503322
6067000200,0.0347094399159
6067000300,0.0328455284553
6067000400,0.0875647668394
6067000500,0.170786516854
6067000600,0.107679465776
6067000700,0.136270069988
6067000800,0.165319775444
6067001101,0.0721175930179
6067001200,0.0830820770519
6067001300,0.121261378414
6067001400,0.0863993385697
6067001500,0.116905524295
6067001600,0.0629986702128
6067001700,0.179945305378
6067001800,0.0794744777084
6067001900,0.103213242454
6067002000,0.0497189796801
6067002100,0.12354763749
6067002200,0.0830670926518
6067002300,0.0403325123153
6067002400,0.0281528953994
6067002500,0.0998048360987
6067002600,0.0977745348413
6067002700,0.119117256049
6067002800,0.105278422274
6067002900,0.0724276681357
6067003000,0.111671249618
6067003101,0.111940298507
6067003102,0.087044534413
6067003202,0.133081285444
6067003203,0.139260180292
6067003204,0.142399430402
6067003300,0.0394124847001
6067003400,0.0761545293073
6067003501,0.094324853229
6067003502,0.0558436378141
6067003600,0.114950166113
6067003700,0.115675403226
6067003800,0.0772379426944
6067003900,0.0575498575499
6067004001,0.0940188037608
6067004004,0.0831474992036
6067004005,0.102842616131
6067004006,0.107241788682
6067004008,0.0626898646783
6067004009,0.069074112954
6067004010,0.0827082510857
6067004011,0.060860793544
6067004012,0.122466457322
6067004100,0.0881703153244
6067004201,0.0872297172427
6067004202,0.138012762078
6067004203,0.1048798252
6067004300,0.164532443775
6067004401,0.102531321913
6067004402,0.103455631399
6067004501,0.101112565445
6067004502,0.11793814433
6067004601,0.130377408287
6067004602,0.0826927072512
6067004701,0.101228788765
6067004702,0.148623853211
6067004801,0.11684924361
6067004802,0.132110856428
6067004903,0.1694417238
6067004904,0.110938310005
6067004905,0.081559796787
6067004906,0.118255959849
6067005001,0.0967199327166
6067005002,0.0715964280119
6067005101,0.103508389627
6067005102,0.0888364779874
6067005201,0.680378810299
6067005202,0.273306311523
6067005204,0.0762692909864
6067005205,0.214975845411
6067005301,0.0742481203008
6067005402,0.307721859393
6067005403,0.192137809187
6067005404,0.139887640449
6067005502,0.115969581749
6067005505,0.087559429477
6067005506,0.1318359375
6067005508,0.127665965755
6067005509,0.242065626681
6067005510,0.182327166504
6067005601,0.0757763975155
6067005605,0.130715287518
6067005606,0.0594888034381
6067005701,0.0716666666667
6067005702,0.044298245614
6067005801,0.0655339805825
6067005803,0.0760638297872
6067005804,0.0312252964427
6067005901,0.0607028753994
6067005903,0.0431993156544
6067005904,0.0386382623225
6067006002,0.129189050908
6067006003,0.0789247311828
6067006004,0.0579355365157
6067006101,0.0557628524046
6067006102,0.1
6067006201,0.0750736776795
6067006202,0.08875
6067006300,0.12311827957
6067006400,0.081998474447
6067006500,0.119454414932
6067006600,0.102560285799
6067006701,0.126627750337
6067006702,0.119002754022
6067006800,0.150608650609
6067006900,0.0828520657486
6067007001,0.0821301775148
6067007004,0.163310651298
6067007007,0.0998552821997
6067007010,0.173355173355
6067007011,0.158827218564
6067007012,0.0823889739663
6067007013,0.11873433584
6067007014,0.0833333333333
6067007015,0.101654846336
6067007016,0.0693437113037
6067007017,0.0398692810458
6067007018,0.0956752345981
6067007019,0.0923913043478
6067007020,0.0800252047889
6067007101,0.0897462742582
6067007102,0.042054288263
6067007103,0.0691037735849
6067007104,0.0562675454656
6067007105,0.0647555296857
6067007106,0.0823863636364
6067007107,0.0521354933726
6067007202,0.0794491525424
6067007204,0.103800217155
6067007206,0.080245398773
6067007207,0.0869358669834
6067007208,0.0952053223216
6067007209,0.0720083791568
6067007301,0.12065321806
6067007402,0.0715852130326
6067007403,0.0871038469205
6067007406,0.122393162393
6067007413,0.107325896895
6067007414,0.17308152044
6067007415,0.0821611253197
6067007416,0.0888671875
6067007417,0.111111111111
6067007421,0.110785272076
6067007422,0.114691215957
6067007423,0.143130176258
6067007424,0.180132816823
6067007426,0.108743897026
6067007427,0.0913364674278
6067007428,0.046788482835
6067007429,0.157134604275
6067007430,0.101125048493
6067007431,0.113578858589
6067007432,0.0945564136372
6067007433,0.146150073565
6067007501,0.138565586662
6067007503,0.112976235383
6067007504,0.0914454277286
6067007601,0.0573370769913
6067007602,0.0687550854353
6067007701,0.119442705072
6067007702,0.0532786885246
6067007801,0.109766347285
6067007802,0.0889201124047
6067007903,0.106345127496
6067007904,0.0675517376025
6067007905,0.101217312894
6067007906,0.071488178025
6067008005,0.0643181818182
6067008006,0.0749786507259
6067008007,0.0952526799387
6067008008,0.0542903619357
6067008009,0.0706416072586
6067008010,0.0696227929374
6067008111,0.13661117162
6067008113,0.0879424778761
6067008117,0.0926640926641
6067008119,0.0825704225352
6067008120,0.117426021606
6067008122,0.0593195696423
6067008124,0.074686940966
6067008125,0.0795346175854
6067008127,0.0952213013578
6067008128,0.0686363636364
6067008129,0.071978021978
6067008130,0.0909546479579
6067008131,0.0550229262193
6067008132,0.06333242729
6067008133,0.113220573007
6067008134,0.14726649183
6067008135,0.0772878141299
6067008136,0.054920913884
6067008137,0.0848056537102
6067008138,0.107012987013
6067008139,0.164995703237
6067008140,0.0628954224042
6067008141,0.102825182848
6067008142,0.106364922207
6067008143,0.159555667761
6067008144,0.0534682080925
6067008145,0.108234714004
6067008203,0.0622167284714
6067008204,0.0787111622555
6067008206,0.0783898305085
6067008207,0.0545495699411
6067008208,0.0901621141461
6067008209,0.0605243812791
6067008210,0.055768560474
6067008211,0.0694832402235
6067008402,0.0528136951375
6067008403,0.0651253088599
6067008404,0.105336588769
6067008501,0.0692343676906
6067008504,0.0619235836627
6067008505,0.0506558118498
6067008506,0.078967943706
6067008507,0.163578613023
6067008508,0.0548876110821
6067008509,0.0554414784394
6067008510,0.060970464135
6067008512,0.0364280293448
6067008513,0.0371825876663
6067008600,0.0502074095265
6067008702,0.0592566619916
6067008703,0.0373563218391
6067008704,0.06059804181
6067008705,0.0778538449292
6067008801,0.0718309859155
6067008905,0.0869001297017
6067008907,0.109500190767
6067008908,0.0665471209404
6067008909,0.0894819466248
6067008910,0.0927720852949
6067008911,0.10293492131
6067008912,0.0563517915309
6067008913,0.0884778248273
6067009004,0.0919439579685
6067009005,0.0725552050473
6067009006,0.098275862069
6067009007,0.115957446809
6067009008,0.102327531977
6067009010,0.16156462585
6067009011,0.0859817689086
6067009103,0.0842831433713
