geoid,countyfp,job_dens
6067002300,67,0.00133043150585
6067002400,67,0.00563446714808
6067009004,67,0.00115611678061
6067008913,67,0.00106639596615
6067008910,67,0.000774162456197
6067008911,67,0.000361446709681
6067009504,67,0.00210459396205
6067009322,67,0.00225840107255
6067009503,67,0.00125865485428
6067009502,67,0.00207639599179
6067009006,67,0.00546271587469
6067009005,67,0.00594208136909
6067009108,67,0.000607538086486
6067009109,67,0.000182005080762
6067009111,67,0.00109459393641
6067007017,67,0.000797233522772
6067007015,67,0.00116893403982
6067008513,67,0.00125096449876
6067007107,67,0.000215329954704
6067002500,67,0.000133299495769
6067003900,67,0.00076390864883
6067004005,67,0.00103819799589
6067004004,67,0.000756218293305
6067004001,67,0.0012842893727
6067005403,67,0.00372725897785
6067005402,67,0.0171238583026
6067005404,67,0.00718022860864
6067004401,67,0.00190464471839
6067004203,67,0.000910025403808
6067004300,67,0.00162522846765
6067004100,67,0.0019789848218
6067004202,67,0.0013150507948
6067004012,67,0.000497309657292
6067005502,67,0.0128762186009
6067004006,67,0.000640862960428
6067005601,67,0.0165752796085
6067004402,67,0.000804923878298
6067004601,67,0.00592926410988
6067004602,67,0.000881827433549
6067004801,67,0.00207383253994
6067005201,67,0.0121481982779
6067004904,67,0.0012227665285
6067004903,67,0.00140989851294
6067004802,67,0.000694695449104
6067005202,67,7.94670070931e-05
6067005605,67,0.00321200515767
6067003101,67,0.00149449242372
6067005701,67,0.0016534264379
6067005606,67,0.0022737817836
6067005702,67,0.00105357870694
6067005801,67,0.00153807110503
6067002900,67,0.000989492410901
6067003000,67,0.000766472100672
6067003102,67,0.000930533018541
6067002800,67,0.000522944175709
6067004905,67,0.00137913709084
6067005101,67,0.00349142140841
6067005002,67,0.00353243663788
6067004906,67,0.000220456858387
6067002200,67,0.00213535538415
6067004008,67,0.00021020305102
6067004011,67,0.000366573613365
6067004010,67,0.00633172604903
6067004009,67,0.00134068531322
6067003502,67,0.00122789343218
6067003300,67,0.0052730204384
6067003400,67,0.00212510157678
6067003800,67,0.00224558381334
6067003700,67,0.00125609140244
6067002100,67,0.00556012704467
6067007207,67,0.000456294427825
6067005804,67,0.000548578694126
6067005803,67,0.00152525384582
6067007206,67,0.000502436560976
6067007209,67,0.000692131997262
6067007402,67,0.00159703049739
6067007208,67,0.000648553315953
6067007204,67,0.00360677674129
6067007403,67,0.00128941627638
6067007414,67,0.000484492398084
6067007416,67,0.000264035539696
6067007413,67,0.00427840112382
6067007417,67,0.00115355332877
6067007422,67,0.00140989851294
6067007421,67,0.00151500003845
6067006102,67,0.00141246196478
6067006002,67,0.00448347727115
6067006101,67,0.0024583503162
6067006201,67,0.00306332495085
6067006003,67,0.00224814726518
6067005901,67,0.00331710668318
6067007904,67,0.000745964485938
6067007701,67,0.00175596451157
6067007802,67,0.00320687825398
6067007801,67,0.00278903560378
6067007905,67,0.00064342641227
6067007702,67,0.00358370567471
6067007601,67,0.00249167519014
6067006202,67,0.00181748735577
6067006400,67,0.00251474625672
6067006300,67,0.00201487314759
6067006701,67,0.00366317268181
6067006600,67,0.000766472100672
6067006500,67,0.0011920051064
6067006800,67,0.00126378175796
6067006702,67,0.00272494930774
6067008007,67,0.00137144673532
6067008006,67,0.00148167516451
6067008005,67,0.000548578694126
6067008009,67,0.00172520308947
6067008117,67,0.00177134522262
6067008113,67,0.000858756366974
6067008120,67,0.00175852796341
6067008119,67,0.00110228429194
6067008111,67,0.000556269049651
6067008010,67,0.00187901019997
6067007004,67,0.00178159902999
6067006900,67,0.0106639596615
6067007001,67,0.00358370567471
6067007007,67,0.00176109141526
6067007501,67,0.00547040623021
6067007503,67,0.00217380716177
6067007504,67,0.00659319813688
6067007013,67,8.71573626182e-05
6067007010,67,0.00950784288091
6067007012,67,0.000522944175709
6067007011,67,0.00285824880351
6067007014,67,0.000938223374067
6067007202,67,0.00142784267583
6067009900,67,0.00181236045209
6067009606,67,0.0115278429322
6067000100,67,0.000515253820184
6067007429,67,0.000812614233823
6067007426,67,6.40862960428e-05
6067007427,67,0.00106383251431
6067007432,67,0.000233274117596
6067007431,67,0.00049474620545
6067007433,67,0.00124327414323
6067007430,67,0.00109972084009
6067008507,67,0.00492951789161
6067008505,67,0.000325558383897
6067009331,67,0.000587030471752
6067008704,67,0.00017944162892
6067009329,67,0.00129967008375
6067009324,67,0.00105870561063
6067009010,67,0.0328993409365
6067008801,67,0.00783390882827
6067009201,67,0.0224994168147
6067009638,67,0.00390926405861
6067008703,67,0.0131607617553
6067008508,67,0.00217893406546
6067005509,67,0.000653680219637
6067009328,67,0.000566522857018
6067009332,67,0.000456294427825
6067007018,67,0.00628045701219
6067003204,67,0.000722893419363
6067009634,67,0.00139708125373
6067007106,67,0.00244040615331
6067009630,67,0.000961294440642
6067009408,67,0.000184568532603
6067009633,67,0.000158934014186
6067009632,67,0.00119713201008
6067009636,67,0.000684441641737
6067009635,67,0.000817741137506
6067004502,67,0.00496027931371
6067004701,67,0.00271469550037
6067004501,67,0.00127147211349
6067009639,67,0.0049346447953
6067004702,67,0.000933096470383
6067005510,67,0.000638299508586
6067005904,67,0.00170469547474
6067005204,67,0.00631634533798
6067007016,67,0.000876700529865
6067005205,67,0.0146655079864
6067008506,67,0.00380672598494
6067007020,67,0.000230710665754
6067007428,67,0.000266598991538
6067007102,67,0.000381954324415
6067009011,67,0.00190208126655
6067008509,67,0.000481928946242
6067005903,67,0.000710076160154
6067009407,67,0.00151756349029
6067007103,67,0.00191489852576
6067009622,67,0.00110741119562
6067007019,67,0.0167470308819
6067007104,67,0.000484492398084
6067005301,67,0.00813383269375
6067003202,67,0.00227121833176
6067005505,67,0.00493208134345
6067007424,67,0.0010817766772
6067007406,67,0.0017636548671
6067009312,67,0.00125096449876
6067008600,67,0.00185081222972
6067009406,67,0.000440913716774
6067002700,67,0.00168675131185
6067000200,67,0.00463215747797
6067000300,67,0.000810050781981
6067000400,67,0.00265060920433
6067000500,67,0.00379390872573
6067002000,67,0.00923355353385
6067001900,67,0.00325558383897
6067001800,67,0.00174314725236
6067008137,67,0.000766472100672
6067007423,67,0.00113048226219
6067005102,67,0.00211484776941
6067009307,67,0.00139708125373
6067004201,67,0.000892081240916
6067008905,67,0.00164573608238
6067001200,67,0.00888492408337
6067001300,67,0.00820817279716
6067000600,67,0.00884647230575
6067001400,67,0.0113791627254
6067000700,67,0.00898233525336
6067000800,67,0.0197513964404
6067001500,67,0.00878238600971
6067005508,67,0.00432967016065
6067007602,67,0.00791337583536
6067003600,67,0.00158934014186
6067008912,67,0.000484492398084
6067009110,67,0.00622406107168
6067008140,67,0.000671624382529
6067003501,67,0.00167649750448
6067008008,67,0.00139195435005
6067007415,67,0.000415279198357
6067009501,67,0.000238401021279
6067009403,67,0.000774162456197
6067009314,67,0.0012227665285
6067005001,67,0.00177390867446
6067006004,67,0.000312741124689
6067007906,67,0.00107664977352
6067008207,67,0.000753654841463
6067009103,67,0.000956167536959
6067009008,67,0.00153550765319
6067009007,67,0.00234555843517
6067009106,67,0.00136375637979
6067009323,67,0.00256601529355
6067001600,67,0.00524994937183
6067001700,67,0.0275442900392
6067009107,67,0.0125198987949
6067009608,67,0.00300949246217
6067009601,67,0.000761345196988
6067005506,67,0.00612664990169
6067007903,67,0.00141758886847
6067008122,67,0.000702385804629
6067008129,67,0.00133043150585
6067008130,67,0.00147142135714
6067009404,67,0.000940786825908
6067009105,67,0.000335812191264
6067008125,67,0.000576776664385
6067008124,67,0.0009587309888
6067008127,67,0.000597284279119
6067008128,67,0.000294796961797
6067008131,67,0.00249167519014
6067008133,67,0.00126121830612
6067008134,67,0.00438862955301
6067008132,67,0.000138426399452
6067009619,67,0.00110741119562
6067009610,67,0.00110228429194
6067009609,67,0.000202512695495
6067002600,67,0.0114073606956
6067008135,67,0.000520380723868
6067008138,67,0.00387337573283
6067008139,67,0.00259677671565
6067008141,67,0.00249167519014
6067008142,67,0.00132530460217
6067008143,67,0.000697258900946
6067008136,67,0.0021814975173
6067008144,67,0.000330685287581
6067008204,67,0.00185081222972
6067008203,67,0.00129454318006
6067008145,67,0.000348629450473
6067008510,67,0.000992055862743
6067008208,67,0.00145347719425
6067008206,67,0.0015919035937
6067008209,67,0.00108690358089
6067007301,67,0.0117226652721
6067009325,67,0.00137144673532
6067007101,67,0.00265573610801
6067008705,67,0.0262369295999
6067009326,67,0.000276852798905
6067009330,67,0.000230710665754
6067007105,67,0.000466548235192
6067003203,67,0.000366573613365
6067009637,67,0.000971548248009
6067001101,67,0.0915793170452
6067988300,67,0.00421175137593
6067009611,67,0.00613434025722
6067009615,67,0.00237119295358
6067009616,67,0.00134324876506
6067009614,67,0.000330685287581
6067009800,67,0.000315304576531
6067009612,67,0.00171238583026
6067008404,67,0.00447578691563
6067008211,67,0.00108434012904
6067008403,67,0.00364266506707
6067008402,67,0.0019174619776
6067008210,67,0.000566522857018
6067009308,67,0.00630096462693
6067009112,67,0.00145347719425
6067009617,67,0.000892081240916
6067009618,67,0.00362728435602
6067008504,67,0.0182261425946
6067008501,67,0.000602411182802
6067008512,67,0.000307614221005
6067008907,67,0.00120225891376
6067008908,67,0.00229941630202
6067008909,67,0.000320431480214
6067008702,67,0.000425533005724
6067009309,67,0.00325814729082
6067009316,67,0.000610101538327
6067009318,67,0.00196616756259
6067009310,67,0.00419380721304
6067009317,67,0.000948477181433
6067009319,67,0.00188413710366
6067009320,67,0.00121251272113
6067009311,67,0.000679314738054
6067009321,67,0.000287106606272
