geoid,countyfp10,pop10,aream,popdens,popprccounty
6067003101,67,3568,1256989.73,2.83852756697,0.00251482251048
6067005701,67,3060,2633291.35,1.16204384296,0.00215677042659
6067005606,67,4029,2602562.59,1.54808956967,0.00283974772834
6067005702,67,4795,3285932.76,1.45925079733,0.00337964516193
6067005801,67,5050,2640614.61,1.91243356031,0.00355937603081
6067002900,67,4499,2317593.99,1.9412373433,0.00317101638864
6067003000,67,6563,2581784.71,2.54203999837,0.00462577918618
6067003102,67,2933,1147188.82,2.55668460925,0.00206725740562
6067002800,67,3291,924551.3,3.55956451524,0.00231958544899
6067004905,67,6649,1719197.6,3.86750190903,0.00468639430274
6067005101,67,4454,2044249.85,2.17879433867,0.00313929917648
6067005002,67,6284,3064829.98,2.05035843456,0.00442913247081
6067004906,67,2797,958391.21,2.91843244263,0.00197140094221
6067002200,67,4004,2730402.15,1.46645064721,0.00282212705492
6067004008,67,3596,1655682.56,2.1719139205,0.00253455766471
6067004011,67,3086,1223402.84,2.52247248339,0.00217509592695
6067004010,67,5131,1648104.94,3.11327262935,0.00361646701269
6067004009,67,5129,1873904.6,2.73706569694,0.00361505735882
6067003502,67,2916,1260336.58,2.31366767122,0.00205527534769
6067003300,67,4073,2377877.24,1.71287227595,0.00287076011356
6067003400,67,4085,2282332.64,1.78983550794,0.0028792180368
6067003800,67,5083,4898251.59,1.03771721534,0.00358263531972
6067003700,67,4219,1427634.49,2.95523821367,0.00297366484633
6067002100,67,2377,1543071.51,1.54043411766,0.00167537362876
6067007207,67,4212,8957180.45,0.470237260878,0.00296873105778
6067005804,67,2585,2944288.46,0.877971039563,0.00182197763161
6067005803,67,3545,3788372.41,0.935758055529,0.00249861149093
6067007206,67,4131,18697990.41,0.220932833391,0.0029116400759
6067007209,67,3695,2564235.33,1.44097538817,0.00260433553145
6067007402,67,6180,2861958.31,2.1593605953,0.00435583046939
6067007208,67,4495,7582514.53,0.592811260989,0.00316819708089
6067007204,67,4965,8183350.83,0.606719680378,0.00349946574118
6067007403,67,4537,2167996.58,2.09271547836,0.00319779981223
6067007414,67,4317,1437533.63,3.00306017884,0.00304273788614
6067007416,67,3866,1188885.68,3.25178447771,0.00272486093765
6067007413,67,5932,5676431.99,1.04502264987,0.00418103338906
6067007417,67,3012,2459057.82,1.22485936504,0.00212293873362
6067007422,67,2692,975469.58,2.75969651458,0.00189739411385
6067007421,67,9003,4582974.54,1.96444469011,0.00634555691196
6067006102,67,3114,1308691.53,2.37947593349,0.00219483108118
6067006002,67,4624,1970201.79,2.34696771847,0.00325911975574
6067006101,67,4608,2796719.7,1.64764456016,0.00324784252475
6067006201,67,6290,2227676.79,2.82356939222,0.00443336143243
6067006003,67,4461,1545794.68,2.88589426378,0.00314423296504
6067005901,67,5892,3402354.18,1.73174210805,0.00415284031159
6067007904,67,4797,2262689.46,2.12004346368,0.0033810548158
6067007701,67,6126,2449439.78,2.50098004042,0.0043177698148
6067007802,67,4808,4818893.39,0.997739441586,0.00338880791211
6067007801,67,5481,3605976.53,1.51997661504,0.00386315644057
6067007905,67,4225,2442979.07,1.72944584417,0.00297789380795
6067007702,67,4306,2652543.07,1.62334781618,0.00303498478983
6067007601,67,6416,2987953.38,2.14728919231,0.00452216962647
6067006202,67,3599,1629863.61,2.20816022759,0.00253667214552
6067006400,67,5347,3416903.94,1.56486693624,0.00376870963104
6067006300,67,4592,2808594.8,1.63498130809,0.00323656529376
6067006701,67,8370,3289852.68,2.54418687222,0.00589940146097
6067006600,67,6166,2211008.51,2.78877262214,0.00434596289227
6067006500,67,6637,3891465.06,1.70552732651,0.0046779363795
6067006800,67,7455,2481281.18,3.0044962498,0.0052544848138
6067006702,67,7560,3928156.0,1.92456715059,0.00532849164216
6067008007,67,3151,2119411.32,1.48673358978,0.00222090967784
6067008006,67,5718,5491844.96,1.04118015742,0.00403020042459
6067008005,67,4715,6200135.12,0.760467297687,0.00332325900698
6067008009,67,4407,4565016.72,0.96538529217,0.00310617231045
6067008117,67,2084,944513.34,2.20642728032,0.00146885933628
6067008113,67,3752,1607386.21,2.33422433057,0.00264451066685
6067008120,67,4873,1972203.39,2.4708404948,0.003434621663
6067008119,67,5668,2382343.83,2.37916959283,0.00399495907775
6067008111,67,6153,2828351.78,2.17547196339,0.00433680014209
6067008010,67,4890,5194904.09,0.941307080031,0.00344660372092
6067007004,67,7533,2876296.22,2.61899311608,0.00530946131487
6067006900,67,4763,5278042.44,0.902417904772,0.00335709069995
6067007001,67,3842,3345330.37,1.14846654144,0.00270794509116
6067007007,67,5356,3923094.48,1.36524879207,0.00377505307347
6067007501,67,6067,2630951.49,2.30600983069,0.00427618502553
6067007503,67,4912,1827331.9,2.68807215591,0.00346210991353
6067007504,67,2054,3426184.59,0.599500682478,0.00144771452817
6067007013,67,2779,674072.62,4.12270120095,0.00195871405735
6067007010,67,3626,2656353.49,1.36502917012,0.00255570247281
6067007012,67,3345,1060386.92,3.15450892208,0.00235764610358
6067007011,67,5788,1946692.31,2.97324850479,0.00407953831016
6067007014,67,7342,1937445.71,3.78952553979,0.00517483936994
6067007202,67,4065,10748776.4,0.378182580856,0.00286512149807
6067009900,67,3976,266741412.66,0.0149058219357,0.00280239190069
6067009606,67,7159,2705866.82,2.64573257896,0.00504585604051
6067000100,67,3558,2307427.75,1.54197677479,0.00250777424111
6067007429,67,4889,999190.39,4.89296139047,0.00344589889399
6067007426,67,2234,868096.81,2.57344569668,0.0015745833768
6067007427,67,6840,1971170.79,3.47001895254,0.00482101624767
6067007432,67,5040,1114433.7,4.52247630344,0.00355232776144
6067007431,67,3355,1142219.73,2.93726321817,0.00236469437294
6067007433,67,7656,2608577.04,2.93493344555,0.00539615502809
6067007430,67,7805,1905257.32,4.09655951355,0.00550117424168
6067008507,67,3687,3641569.92,1.01247541061,0.00259869691596
6067008505,67,2186,1223168.31,1.78716206276,0.00154075168383
6067009331,67,7049,2607222.62,2.70364331221,0.00496832507746
6067008704,67,3231,2148344.15,1.50394898322,0.00227729583278
6067009329,67,2300,2002887.13,1.14834229326,0.00162110195463
6067009324,67,2742,12199822.83,0.224757362317,0.00193263546069
6067009010,67,4866,4750194.51,1.02437910485,0.00342968787444
6067008801,67,4436,25412780.07,0.174557840102,0.00312661229162
6067009201,67,2293,56018562.9,0.0409328601323,0.00161616816607
6067009638,67,4330,123911251.69,0.0349443649462,0.00305190063632
6067008703,67,4912,5734489.23,0.856571492767,0.00346210991353
6067008508,67,6825,18926682.97,0.360602014142,0.00481044384362
6067005509,67,1910,321953.33,5.932536868,0.00134621944928
6067009328,67,5245,3193232.94,1.64253598111,0.00369681728348
6067009332,67,1425,7870047.02,0.181066262549,0.00100437838493
6067007018,67,5083,4834064.31,1.05149614776,0.00358263531972
6067003204,67,5456,1599410.42,3.41125700557,0.00384553576715
6067009634,67,4913,1180159.68,4.16299597695,0.00346281474047
6067007106,67,7161,6447570.11,1.11065097049,0.00504726569438
6067009630,67,9389,2710539.48,3.46388608957,0.00661762010956
6067009408,67,1783,16236055.22,0.109817315588,0.0012567064283
6067009633,67,3309,703929.87,4.7007523633,0.00233227233385
6067009632,67,6811,2233991.66,3.04880278738,0.0048005762665
6067009636,67,7672,2967618.77,2.5852377258,0.00540743225908
6067009635,67,5941,8176838.15,0.726564460616,0.00418737683149
6067004502,67,4795,2702031.45,1.77459074357,0.00337964516193
6067004701,67,3303,1401596.05,2.35659910714,0.00232804337223
6067004501,67,3529,1802495.38,1.95784135658,0.00248733425995
6067009639,67,3554,2853038.93,1.24568927631,0.00250495493337
6067004702,67,4945,1539654.38,3.2117597717,0.00348536920245
6067005510,67,4291,647412.33,6.62792443264,0.00302441238578
6067005904,67,4825,2606817.31,1.85091605058,0.00340078997003
6067005204,67,4220,3714766.48,1.13600680493,0.00297436967327
6067007016,67,5537,4883667.5,1.13377907075,0.00390262674903
6067005205,67,2109,8886020.82,0.237339079293,0.0014864800097
6067008506,67,2520,1109756.79,2.27076781391,0.00177616388072
6067007020,67,4034,2591142.69,1.55684208962,0.00284327186303
6067007428,67,3451,1303372.98,2.64774554403,0.00243235775888
6067007102,67,7195,4437051.1,1.62157248989,0.00507122981023
6067009011,67,3964,5262386.88,0.753270348683,0.00279393397745
6067008509,67,4711,2199635.7,2.14171828544,0.00332043969924
6067005903,67,2277,653847.71,3.48246229998,0.00160489093508
6067009407,67,9944,7495655.74,1.32663509971,0.00700879905948
6067007103,67,3850,2192200.0,1.75622662166,0.00271358370666
6067009622,67,7222,3003303.85,2.40468509372,0.00509026013753
6067007019,67,1203,5866694.47,0.20505584638,0.000847906804963
6067007104,67,7689,2224429.12,3.45661721961,0.00541941431701
6067005301,67,1823,6266843.64,0.290896040291,0.00128489950578
6067003202,67,5052,1653967.43,3.05447369057,0.00356078568468
6067005505,67,4550,1962392.45,2.31859840268,0.00320696256241
6067007424,67,3508,1440887.88,2.43460997118,0.00247253289427
6067007406,67,7626,4561339.08,1.67187746104,0.00537501021999
6067009312,67,6535,2125624.98,3.07438991425,0.00460604403195
6067008600,67,6784,320108191.22,0.0211928347542,0.00478154593921
6067009406,67,2390,155989995.48,0.0153214954116,0.00168453637894
6067002700,67,3383,1288106.1,2.62633644853,0.00238442952717
6067000200,67,3497,1511257.51,2.3139669956,0.00246477979797
6067000300,67,3103,1429834.4,2.17018138604,0.00218707798487
6067000400,67,3667,975596.91,3.75872449207,0.00258460037722
6067000500,67,3159,866047.38,3.64760643927,0.00222654829333
6067002000,67,2376,1033076.14,2.29992728319,0.00167466880182
6067001900,67,2771,1105356.15,2.50688431959,0.00195307544186
6067001800,67,4686,1717603.72,2.72821952202,0.00330281902582
6067008137,67,2432,1084684.36,2.242126917,0.00171413911028
6067007423,67,5313,987677.89,5.37928413078,0.00374474551519
6067005102,67,4481,3095126.46,1.44775990833,0.00315832950377
6067009307,67,5241,2589501.99,2.02394129073,0.00369399797574
6067004201,67,5290,1898618.26,2.78623676568,0.00372853449564
6067008905,67,4451,1614297.27,2.75723689974,0.00313718469567
6067001200,67,3323,676075.17,4.91513391921,0.00234213991097
6067001300,67,3005,792608.22,3.79128038818,0.00211800494507
6067000600,67,1122,406307.95,2.7614522433,0.000790815823083
6067001400,67,2466,794016.98,3.1057270337,0.00173810322613
6067000700,67,2806,513793.37,5.46133944858,0.00197774438464
6067000800,67,1425,575322.68,2.4768708927,0.00100437838493
6067001500,67,4329,1746204.03,2.47909174737,0.00305119580938
6067005508,67,3106,963742.38,3.22285297861,0.00218919246568
6067007602,67,4619,2493919.14,1.85210495638,0.00325559562105
6067003600,67,2826,1269306.75,2.22641217342,0.00199184092338
6067008912,67,3100,2009581.48,1.54260975773,0.00218496350406
6067009110,67,1482,605885.69,2.44600594544,0.00104455352033
6067008140,67,2894,1648430.42,1.75560943604,0.00203976915508
6067003501,67,2629,1197870.26,2.1947285009,0.00185299001683
6067008008,67,4610,3028943.8,1.52198267924,0.00324925217862
6067007415,67,3039,1536465.38,1.9779163524,0.00214196906092
6067009501,67,2772,67866393.39,0.0408449581823,0.00195378026879
6067009403,67,2038,84981859.58,0.0239815886599,0.00143643729719
6067009314,67,5922,5187995.8,1.14148126334,0.00417398511969
6067005001,67,8107,2350881.21,3.44849410745,0.00571403197659
6067006004,67,2319,1296271.63,1.78897689831,0.00163449366643
6067007906,67,3525,1911058.23,1.84452778291,0.0024845149522
6067008207,67,4212,3801700.97,1.10792511911,0.00296873105778
6067009103,67,3495,1893894.51,1.84540373371,0.00246337014409
6067009008,67,4928,1593241.17,3.0930659418,0.00347338714452
6067009007,67,2818,997609.15,2.82475356205,0.00198620230789
6067009106,67,4143,1774877.41,2.33424572123,0.00292009799914
6067009323,67,5321,3796150.09,1.40168325115,0.00375038413068
6067001600,67,5421,3048885.83,1.7780265652,0.00382086682436
6067001700,67,4794,3525645.39,1.35975104405,0.00337894033499
6067009107,67,3213,2413527.54,1.33124646259,0.00226460894792
6067009608,67,7597,3808503.66,1.99474667172,0.00535457023882
6067009601,67,6621,7633472.83,0.86736406187,0.00466665914851
6067005506,67,3066,1297997.83,2.36209948055,0.00216099938821
6067007903,67,4576,2545605.17,1.79760791419,0.00322528806277
6067008122,67,3384,2504759.9,1.35102769731,0.00238513435411
6067008129,67,3358,1124755.8,2.98553694944,0.00236680885375
6067008130,67,3761,1711295.17,2.1977506078,0.00265085410928
6067009404,67,5921,179905477.81,0.0329117271585,0.00417328029276
6067009105,67,2709,877227.39,3.08813886899,0.00190937617177
6067008125,67,5265,2559360.12,2.05715481728,0.00371091382222
6067008124,67,4478,2437786.75,1.8369121089,0.00315621502296
6067008127,67,4792,2324306.43,2.06169029098,0.00337753068112
6067008128,67,2462,1004285.07,2.45149517159,0.00173528391839
6067008131,67,4922,2916422.47,1.68768415778,0.0034691581829
6067008133,67,2652,903777.59,2.93435025314,0.00186920103638
6067008134,67,4647,1622285.01,2.86447817206,0.00327533077528
6067008132,67,3710,1967352.64,1.88578291688,0.00261490793551
6067009619,67,7824,3210582.39,2.43694104358,0.00551456595348
6067009610,67,6072,1867811.81,3.25086283719,0.00427970916021
6067009609,67,5215,1445155.97,3.60860703499,0.00367567247538
6067002600,67,2505,937494.04,2.6720169869,0.00176559147667
6067008135,67,4000,1409312.39,2.83826355915,0.00281930774718
6067008138,67,3568,1807426.56,1.97407744191,0.00251482251048
6067008139,67,3360,1335346.37,2.5162010962,0.00236821850763
6067008141,67,6799,2094296.59,3.24643607427,0.00479211834326
6067008142,67,3353,1514973.0,2.21324076403,0.00236328471907
6067008143,67,4248,2405904.53,1.76565609609,0.0029941048275
6067008136,67,2339,1483833.7,1.57632219837,0.00164859020516
6067008144,67,2541,1405519.13,1.80787293873,0.00179096524639
6067008204,67,4495,2597927.64,1.73022524985,0.00316819708089
6067008203,67,4760,6117046.23,0.778153347388,0.00335497621914
6067008145,67,7345,3388105.36,2.16787827401,0.00517695385075
6067008510,67,4744,3988489.73,1.18942264394,0.00334369898815
6067008208,67,4598,3544725.99,1.29713834383,0.00324079425538
6067008206,67,5638,2821066.87,1.99853468911,0.00397381426964
6067008209,67,4085,3537278.7,1.15484256301,0.0028792180368
6067007301,67,4644,12801711.15,0.362764004404,0.00327321629447
6067009325,67,836,46790862.61,0.0178667362251,0.00058923531916
6067007101,67,253,76270967.58,0.00331712062961,0.000178321215009
6067008705,67,4397,80646637.14,0.0545218022218,0.00309912404108
6067009326,67,4804,13633772.3,0.35236029283,0.00338598860436
6067009330,67,3818,5925545.75,0.644328836715,0.00269102924468
6067007105,67,6725,2030940.53,3.31127371809,0.00473996114994
6067003203,67,3200,985429.25,3.24731582709,0.00225544619774
6067009637,67,6003,2172464.4,2.76322134439,0.00423107610157
6067001101,67,2047,1569666.55,1.30409863165,0.00144278073962
6067988300,67,6747,3333367.93,2.02407899208,0.00475546734255
6067009611,67,3165,1929165.23,1.64060597339,0.00223077725495
6067009615,67,7864,2791330.86,2.81729411325,0.00554275903095
6067009616,67,5814,2169734.72,2.67959024963,0.00409786381052
6067009614,67,6658,2220739.06,2.99810100156,0.00469273774517
6067009800,67,1984,156102836.64,0.0127095704518,0.0013983766426
6067009612,67,5073,1518342.49,3.34114340698,0.00357558705036
6067008404,67,3275,2958004.78,1.1071652156,0.002308308218
6067008211,67,2871,7714292.01,0.372166362938,0.00202355813554
6067008403,67,5246,2977042.66,1.76215143655,0.00369752211042
6067008402,67,5505,3246923.46,1.69545111482,0.00388007228705
6067008210,67,5472,6026503.61,0.9079891682,0.00385681299814
6067009308,67,6032,2897754.03,2.08161215119,0.00425151608274
6067009112,67,3630,2989840.17,1.2141117229,0.00255852178056
6067009617,67,3545,2225849.39,1.59265043535,0.00249861149093
6067009618,67,4642,13967611.66,0.332340282147,0.0032718066406
6067008504,67,4320,6421924.85,0.672695508108,0.00304485236695
6067008501,67,6228,10346357.25,0.601950991012,0.00438966216235
6067008512,67,3819,4000563.65,0.954615482746,0.00269173407162
6067008907,67,4835,1542549.06,3.13442218817,0.0034078382394
6067008908,67,4835,2218452.88,2.17944678636,0.0034078382394
6067008909,67,2358,2702396.51,0.872558853327,0.00166198191696
6067008702,67,3082,3271504.78,0.942074124067,0.0021722766192
6067009309,67,2282,2096554.79,1.08845235569,0.00160841506976
6067009316,67,4605,1280255.12,3.59693933503,0.00324572804394
6067009318,67,2620,1330306.05,1.96947161144,0.0018466465744
6067009310,67,7000,5180192.75,1.35130106886,0.00493378855756
6067009317,67,5700,2713278.52,2.10077953958,0.00401751353973
6067009319,67,4864,2327858.39,2.08947417974,0.00342827822057
6067009320,67,4336,1663941.12,2.60586143817,0.00305612959794
6067009311,67,6407,6301209.79,1.01678887286,0.00451582618404
6067009321,67,5573,1782460.66,3.12657671783,0.00392800051875
