stop_long,stop_lat,county,num_stops_per_day,score_std
-121.499649,38.495873,67,203,1.0
-121.496071,38.495884,67,203,1.0
-121.503754,38.495907,67,203,1.0
-121.491699,38.495911,67,203,1.0
-121.483803,38.495915,67,202,1.0
-121.486168,38.495926,67,202,1.0
-121.474159,38.495949,67,202,1.0
-121.479622,38.495953,67,202,1.0
-121.466217,38.495953,67,266,1.0
-121.458458,38.495964,67,370,1.0
-121.455055,38.495968,67,370,1.0
-121.461645,38.49599,67,266,1.0
-121.423737,38.495991,67,28,1.0
-121.450554,38.495998,67,370,1.0
-121.428375,38.496021,67,28,1.0
-121.434235,38.49604,67,50,1.0
-121.44122,38.496043,67,50,1.0
-121.46801,38.496044,67,256,1.0
-121.543396,38.496121,67,28,1.0
-121.417076,38.49614,67,28,1.0
-121.42347,38.496147,67,28,1.0
-121.427246,38.49617,67,28,1.0
-121.461655,38.496193,67,256,1.0
-121.456078,38.496193,67,374,1.0
-121.452004,38.49622,67,374,1.0
-121.434914,38.496243,67,582,1.0
-121.438568,38.496277,67,374,1.0
-121.429955,38.496277,67,580,1.0
-121.524684,38.496308,67,205,1.0
-121.523384,38.496323,67,28,1.0
-121.511831,38.496438,67,96,1.0
-121.45945,38.496571,67,120,1.0
-121.552605,38.496639,67,9,0.5
-121.416333,38.496686,67,28,1.0
-121.511632,38.496822,67,95,1.0
-121.543634,38.496873,67,27,1.0
-121.437927,38.497231,67,758,1.0
-121.530724,38.497269,67,211,1.0
-121.471467,38.497317,67,276,1.0
-121.429566,38.49733,67,78,1.0
-121.523254,38.497456,67,26,1.0
-121.531403,38.497669,67,204,1.0
-121.510302,38.49776,67,95,1.0
-121.471909,38.497968,67,934,1.0
-121.551804,38.498074,67,8,0.5
-121.43029,38.498219,67,608,1.0
-121.460358,38.498242,67,120,1.0
-121.471646,38.498243,67,278,1.0
-121.438271,38.498283,67,230,1.0
-121.510055,38.498365,67,96,1.0
-121.417847,38.498375,67,28,1.0
-121.417674,38.498481,67,28,1.0
-121.54454,38.498684,67,28,1.0
-121.461029,38.498905,67,108,1.0
-121.544363,38.499029,67,27,1.0
-121.523644,38.499268,67,26,1.0
-121.523375,38.499862,67,28,1.0
-121.54998,38.499886,67,9,0.5
-121.43116,38.499981,67,608,1.0
-121.434506,38.500144,67,676,1.0
-121.419113,38.500153,67,28,1.0
-121.418836,38.50017,67,28,1.0
-121.434815,38.500191,67,675,1.0
-121.440631,38.500212,67,114,1.0
-121.461449,38.500263,67,120,1.0
-121.433701,38.50042,67,282,1.0
-121.441825,38.500475,67,114,1.0
-121.461952,38.500641,67,108,1.0
-121.435141,38.500647,67,114,1.0
-121.50995,38.50071,67,96,1.0
-121.430687,38.500736,67,161,1.0
-121.510023,38.500822,67,95,1.0
-121.544594,38.501019,67,28,1.0
-121.536522,38.501167,67,210,1.0
-121.43577,38.501242,67,114,1.0
-121.518373,38.501264,67,28,1.0
-121.516492,38.501388,67,26,1.0
-121.518089,38.501419,67,26,1.0
-121.548599,38.501434,67,9,0.5
-121.544814,38.501537,67,27,1.0
-121.536377,38.501568,67,204,1.0
-121.548676,38.501598,67,8,0.5
-121.431686,38.501679,67,248,1.0
-121.516085,38.501734,67,28,1.0
-121.436279,38.502022,67,114,1.0
-121.508207,38.502093,67,96,1.0
-121.508261,38.502257,67,95,1.0
-121.438164,38.502319,67,114,1.0
-121.437782,38.502335,67,114,1.0
-121.518772,38.502339,67,26,1.0
-121.419235,38.502567,67,28,1.0
-121.428337,38.502586,67,154,1.0
-121.547073,38.502617,67,28,1.0
-121.419002,38.502631,67,28,1.0
-121.546882,38.502666,67,27,1.0
-121.519112,38.502701,67,28,1.0
-121.522163,38.502735,67,26,1.0
-121.442154,38.503025,67,114,1.0
-121.463249,38.503052,67,108,1.0
-121.516525,38.503059,67,26,1.0
-121.521551,38.503095,67,28,1.0
-121.416599,38.503113,67,28,1.0
-121.516358,38.503126,67,28,1.0
-121.54705,38.503182,67,36,1.0
-121.442001,38.503182,67,114,1.0
-121.416855,38.503288,67,28,1.0
-121.507424,38.503382,67,95,1.0
-121.50722,38.503393,67,96,1.0
-121.463295,38.503716,67,120,1.0
-121.537987,38.503929,67,210,1.0
-121.515757,38.504337,67,28,1.0
-121.520905,38.504372,67,28,1.0
-121.520996,38.504456,67,26,1.0
-121.546158,38.504536,67,36,1.0
-121.515678,38.504677,67,26,1.0
-121.538223,38.504822,67,204,1.0
-121.533985,38.505077,67,3,0.25
-121.416702,38.505119,67,28,1.0
-121.433571,38.505196,67,236,1.0
-121.545149,38.505303,67,36,1.0
-121.509745,38.50545,67,95,1.0
-121.509516,38.50545,67,96,1.0
-121.442368,38.505509,67,114,1.0
-121.513255,38.505628,67,28,1.0
-121.513634,38.505657,67,26,1.0
-121.416494,38.505691,67,28,1.0
-121.442925,38.505882,67,114,1.0
-121.530027,38.505993,67,35,1.0
-121.4338,38.506203,67,248,1.0
-121.464981,38.506271,67,108,1.0
-121.530434,38.506386,67,36,1.0
-121.527573,38.506619,67,35,1.0
-121.544922,38.506664,67,36,1.0
-121.527809,38.506695,67,35,1.0
-121.511993,38.506779,67,26,1.0
-121.511261,38.506863,67,95,1.0
-121.526405,38.506985,67,35,1.0
-121.465065,38.506996,67,120,1.0
-121.540741,38.507073,67,210,1.0
-121.416695,38.507118,67,28,1.0
-121.544723,38.507301,67,36,1.0
-121.511216,38.507316,67,90,1.0
-121.511863,38.50732,67,34,1.0
-121.541016,38.507572,67,202,1.0
-121.4165,38.507635,67,28,1.0
-121.445076,38.507679,67,114,1.0
-121.530947,38.507685,67,36,1.0
-121.445053,38.507786,67,114,1.0
-121.531197,38.507832,67,35,1.0
-121.524513,38.507897,67,35,1.0
-121.51501,38.508082,67,33,1.0
-121.434982,38.508221,67,236,1.0
-121.544983,38.508339,67,36,1.0
-121.416486,38.508447,67,28,1.0
-121.416672,38.508576,67,28,1.0
-121.524045,38.508587,67,35,1.0
-121.515149,38.508604,67,34,1.0
-121.544382,38.508837,67,36,1.0
-121.510511,38.509045,67,90,1.0
-121.510704,38.509102,67,88,1.0
-121.5316,38.509147,67,35,1.0
-121.445532,38.509282,67,114,1.0
-121.542808,38.509483,67,413,1.0
-121.523888,38.509586,67,35,1.0
-121.531706,38.509641,67,36,1.0
-121.46682,38.509716,67,108,1.0
-121.466538,38.509743,67,120,1.0
-121.523624,38.509778,67,35,1.0
-121.543228,38.51001,67,36,1.0
-121.445755,38.510048,67,114,1.0
-121.415797,38.51012,67,28,1.0
-121.427605,38.510151,67,154,1.0
-121.510643,38.510185,67,88,1.0
-121.435936,38.51025,67,236,1.0
-121.415985,38.510277,67,28,1.0
-121.515625,38.510285,67,33,1.0
-121.542168,38.51033,67,35,1.0
-121.452141,38.510372,67,114,1.0
-121.450256,38.51038,67,114,1.0
-121.412186,38.510483,67,28,1.0
-121.452347,38.510555,67,114,1.0
-121.449585,38.510555,67,114,1.0
-121.446816,38.510555,67,114,1.0
-121.515481,38.510579,67,34,1.0
-121.464707,38.510658,67,109,1.0
-121.412605,38.510662,67,28,1.0
-121.409683,38.510689,67,28,1.0
-121.510414,38.51077,67,90,1.0
-121.435959,38.510784,67,248,1.0
-121.408955,38.510827,67,28,1.0
-121.464523,38.510841,67,121,1.0
-121.42733,38.510864,67,161,1.0
-121.45536,38.510922,67,114,1.0
-121.455429,38.511303,67,114,1.0
-121.524757,38.51136,67,35,1.0
-121.475827,38.511452,67,276,1.0
-121.540522,38.511475,67,36,1.0
-121.524684,38.511677,67,35,1.0
-121.532508,38.51169,67,36,1.0
-121.436752,38.512009,67,236,1.0
-121.538887,38.512203,67,35,1.0
-121.510414,38.512253,67,88,1.0
-121.476017,38.512383,67,278,1.0
-121.510173,38.512422,67,90,1.0
-121.436783,38.512543,67,248,1.0
-121.525574,38.512581,67,35,1.0
-121.525456,38.512858,67,35,1.0
-121.455437,38.512924,67,114,1.0
-121.535118,38.512928,67,35,1.0
-121.535773,38.512945,67,36,1.0
-121.532342,38.512957,67,36,1.0
-121.415133,38.513008,67,2,0.25
-121.408963,38.513068,67,28,1.0
-121.51545,38.513214,67,34,1.0
-121.505348,38.513218,67,90,1.0
-121.532623,38.513241,67,35,1.0
-121.464584,38.51326,67,121,1.0
-121.504157,38.513278,67,88,1.0
-121.506905,38.513336,67,88,1.0
-121.455353,38.513336,67,114,1.0
-121.51548,38.513393,67,33,1.0
-121.507668,38.513409,67,90,1.0
-121.409248,38.51347,67,28,1.0
-121.464707,38.513706,67,109,1.0
-121.526459,38.51384,67,35,1.0
-121.500786,38.514336,67,88,1.0
-121.509661,38.514363,67,90,1.0
-121.509873,38.514446,67,88,1.0
-121.527245,38.514553,67,35,1.0
-121.500351,38.515053,67,90,1.0
-121.438324,38.515434,67,236,1.0
-121.415272,38.515462,67,1,0.25
-121.408973,38.515591,67,28,1.0
-121.514633,38.515595,67,28,1.0
-121.455437,38.515621,67,114,1.0
-121.415153,38.515638,67,1,0.25
-121.455306,38.515652,67,114,1.0
-121.514778,38.515701,67,33,1.0
-121.427597,38.515743,67,154,1.0
-121.524597,38.515766,67,34,1.0
-121.52285,38.516098,67,34,1.0
-121.464752,38.516144,67,109,1.0
-121.514958,38.516177,67,38,1.0
-121.524056,38.516197,67,35,1.0
-121.519508,38.516205,67,32,1.0
-121.427422,38.516243,67,161,1.0
-121.519852,38.516331,67,32,1.0
-121.438515,38.516435,67,248,1.0
-121.4646,38.516476,67,121,1.0
-121.409256,38.516575,67,28,1.0
-121.455376,38.516811,67,114,1.0
-121.45546,38.516876,67,114,1.0
-121.499573,38.516926,67,90,1.0
-121.499802,38.517414,67,88,1.0
-121.41416,38.517883,67,1,0.25
-121.414178,38.517975,67,1,0.25
-121.513199,38.518208,67,59,1.0
-121.518677,38.518261,67,26,1.0
-121.518466,38.518273,67,58,1.0
-121.512962,38.518425,67,28,1.0
-121.439766,38.518566,67,236,1.0
-121.411815,38.518758,67,1,0.25
-121.439865,38.519054,67,248,1.0
-121.409279,38.519112,67,28,1.0
-121.411735,38.51916,67,1,0.25
-121.455452,38.519322,67,114,1.0
-121.42762,38.519432,67,154,1.0
-121.516278,38.519467,67,58,1.0
-121.51635,38.519589,67,26,1.0
-121.408984,38.519713,67,28,1.0
-121.455298,38.51995,67,114,1.0
-121.498634,38.519958,67,90,1.0
-121.427452,38.520065,67,161,1.0
-121.49894,38.520199,67,88,1.0
-121.440605,38.520363,67,236,1.0
-121.512308,38.520742,67,89,1.0
-121.409287,38.520882,67,28,1.0
-121.514178,38.520911,67,58,1.0
-121.512222,38.521396,67,60,1.0
-121.514282,38.521542,67,26,1.0
-121.411835,38.52171,67,1,0.25
-121.441012,38.521822,67,248,1.0
-121.409003,38.521855,67,28,1.0
-121.411735,38.521942,67,1,0.25
-121.464623,38.522247,67,121,1.0
-121.464806,38.522286,67,109,1.0
-121.518306,38.522359,67,26,1.0
-121.49794,38.522431,67,90,1.0
-121.455314,38.522441,67,114,1.0
-121.441574,38.522461,67,236,1.0
-121.455452,38.522545,67,114,1.0
-121.498161,38.52256,67,88,1.0
-121.518885,38.522642,67,26,1.0
-121.521843,38.523098,67,26,1.0
-121.521674,38.523215,67,26,1.0
-121.511513,38.523727,67,57,1.0
-121.411835,38.523793,67,1,0.25
-121.522203,38.52401,67,26,1.0
-121.522385,38.524288,67,26,1.0
-121.497574,38.524376,67,88,1.0
-121.510838,38.524405,67,32,1.0
-121.411735,38.524495,67,1,0.25
-121.442574,38.524551,67,236,1.0
-121.496803,38.524639,67,35,1.0
-121.455452,38.524654,67,114,1.0
-121.464844,38.524674,67,109,1.0
-121.494972,38.524689,67,35,1.0
-121.492409,38.524719,67,35,1.0
-121.427681,38.524719,67,154,1.0
-121.489639,38.524735,67,35,1.0
-121.48288,38.524757,67,35,1.0
-121.494797,38.524777,67,33,1.0
-121.498142,38.524782,67,31,1.0
-121.486176,38.524784,67,35,1.0
-121.491943,38.524796,67,33,1.0
-121.409363,38.524807,67,28,1.0
-121.489082,38.524811,67,33,1.0
-121.47127,38.524816,67,35,1.0
-121.480217,38.524822,67,35,1.0
-121.485993,38.52483,67,33,1.0
-121.477112,38.524838,67,35,1.0
-121.483894,38.524841,67,33,1.0
-121.473961,38.524857,67,35,1.0
-121.477768,38.524883,67,33,1.0
-121.458618,38.524887,67,34,1.0
-121.460548,38.524891,67,34,1.0
-121.455193,38.524902,67,34,1.0
-121.464264,38.524914,67,34,1.0
-121.451866,38.524914,67,34,1.0
-121.448998,38.524914,67,34,1.0
-121.47438,38.524922,67,33,1.0
-121.479605,38.52493,67,33,1.0
-121.441849,38.524952,67,33,1.0
-121.460289,38.524963,67,31,1.0
-121.448914,38.524971,67,31,1.0
-121.456665,38.524979,67,31,1.0
-121.438591,38.524983,67,32,1.0
-121.452728,38.524986,67,31,1.0
-121.436478,38.524998,67,32,1.0
-121.47229,38.525005,67,33,1.0
-121.4079,38.525013,67,32,1.0
-121.411209,38.525017,67,32,1.0
-121.443901,38.525021,67,31,1.0
-121.432571,38.525024,67,32,1.0
-121.464249,38.525028,67,31,1.0
-121.440643,38.525028,67,31,1.0
-121.438538,38.525036,67,30,1.0
-121.419716,38.525044,67,32,1.0
-121.436836,38.525051,67,30,1.0
-121.427124,38.525051,67,32,1.0
-121.424835,38.525055,67,32,1.0
-121.421303,38.525059,67,32,1.0
-121.414772,38.525059,67,32,1.0
-121.401742,38.525062,67,32,1.0
-121.394693,38.525062,67,32,1.0
-121.417435,38.525066,67,32,1.0
-121.428482,38.52507,67,32,1.0
-121.434036,38.525089,67,30,1.0
-121.432274,38.525105,67,30,1.0
-121.412308,38.525112,67,30,1.0
-121.414665,38.52512,67,30,1.0
-121.497055,38.525124,67,92,1.0
-121.424324,38.525124,67,30,1.0
-121.422051,38.525124,67,30,1.0
-121.510948,38.525129,67,28,1.0
-121.456215,38.525131,67,115,1.0
-121.419884,38.525131,67,30,1.0
-121.417152,38.525131,67,30,1.0
-121.429726,38.525135,67,30,1.0
-121.404198,38.525181,67,30,1.0
-121.479969,38.525188,67,276,1.0
-121.428139,38.525192,67,30,1.0
-121.409935,38.525204,67,30,1.0
-121.40213,38.525208,67,30,1.0
-121.399643,38.525234,67,30,1.0
-121.396439,38.525261,67,30,1.0
-121.464508,38.525305,67,120,1.0
-121.391373,38.525333,67,30,1.0
-121.442734,38.525368,67,251,1.0
-121.522408,38.525379,67,26,1.0
-121.427483,38.525379,67,161,1.0
-121.522301,38.525459,67,26,1.0
-121.521996,38.525547,67,9,0.5
-121.456306,38.525578,67,114,1.0
-121.409058,38.525604,67,28,1.0
-121.232362,38.525639,67,28,1.0
-121.520596,38.525752,67,8,0.5
-121.390517,38.525752,67,32,1.0
-121.480233,38.526083,67,278,1.0
-121.411735,38.526233,67,1,0.25
-121.511057,38.52632,67,26,1.0
-121.411835,38.526478,67,1,0.25
-121.510991,38.526484,67,28,1.0
-121.52124,38.526936,67,26,1.0
-121.496636,38.527062,67,91,1.0
-121.44355,38.527092,67,249,1.0
-121.496376,38.52713,67,92,1.0
-121.521141,38.527191,67,26,1.0
-121.443825,38.527294,67,237,1.0
-121.438829,38.527848,67,2,0.25
-121.412252,38.52787,67,1,0.25
-121.41214,38.527954,67,1,0.25
-121.496178,38.528442,67,91,1.0
-121.464635,38.52849,67,120,1.0
-121.390537,38.52857,67,32,1.0
-121.464867,38.528706,67,108,1.0
-121.519244,38.528713,67,26,1.0
-121.390775,38.529025,67,30,1.0
-121.45618,38.529038,67,115,1.0
-121.495633,38.529082,67,92,1.0
-121.519249,38.529118,67,26,1.0
-121.414291,38.529339,67,1,0.25
-121.51194,38.529381,67,28,1.0
-121.444756,38.529389,67,237,1.0
-121.444656,38.529465,67,249,1.0
-121.414358,38.529587,67,1,0.25
-121.511792,38.52969,67,26,1.0
-121.456322,38.529881,67,114,1.0
-121.509049,38.53009,67,28,1.0
-121.51826,38.530299,67,26,1.0
-121.518425,38.53035,67,26,1.0
-121.508672,38.530365,67,26,1.0
-121.390862,38.530792,67,30,1.0
-121.4953,38.531002,67,91,1.0
-121.464882,38.531097,67,108,1.0
-121.495041,38.53112,67,92,1.0
-121.44587,38.531677,67,237,1.0
-121.517909,38.531854,67,26,1.0
-121.42778,38.531864,67,154,1.0
-121.41563,38.531947,67,1,0.25
