GEOID,prc_pov_final
6067000100,0.081398452095
6067000200,0.0336269015212
6067000300,0.0763458401305
6067000400,0.124352331606
6067000500,0.342647473892
6067000600,0.468855218855
6067000700,0.442434210526
6067000800,0.171652421652
6067001101,0.34588883785
6067001200,0.217038539554
6067001300,0.197984395319
6067001400,0.202766969304
6067001500,0.0599058622165
6067001600,0.0777927775903
6067001700,0.287341539592
6067001800,0.185317815577
6067001900,0.17045829212
6067002000,0.241677475141
6067002100,0.298605731991
6067002200,0.463715198539
6067002300,0.0446428571429
6067002400,0.0745071068317
6067002500,0.0248635536689
6067002600,0.207223641007
6067002700,0.269683985003
6067002800,0.430624816662
6067002900,0.17359647442
6067003000,0.155362053162
6067003101,0.147305389222
6067003102,0.252699055331
6067003202,0.337866309136
6067003203,0.255060728745
6067003204,0.351726593094
6067003300,0.0908200734394
6067003400,0.156256945988
6067003501,0.257760314342
6067003502,0.135221380136
6067003600,0.257846776915
6067003700,0.389959432049
6067003800,0.206086492258
6067003900,0.0518389805966
6067004001,0.0824408971509
6067004004,0.0468302007009
6067004005,0.0936231191784
6067004006,0.188335120793
6067004008,0.0587094987538
6067004009,0.175938290752
6067004010,0.0950463149416
6067004011,0.171745552561
6067004012,0.623553223764
6067004100,0.378822080854
6067004201,0.236000739235
6067004202,0.242734724292
6067004203,0.427895120175
6067004300,0.241476963294
6067004401,0.322051282051
6067004402,0.478242320819
6067004501,0.416171617162
6067004502,0.415744414283
6067004601,0.424326465927
6067004602,0.313994593471
6067004701,0.450146627566
6067004702,0.31119266055
6067004801,0.263314646111
6067004802,0.378828922692
6067004903,0.412629515542
6067004904,0.158285813029
6067004905,0.3307990047
6067004906,0.245994344958
6067005001,0.247161480235
6067005002,0.329782234059
6067005101,0.369908015769
6067005102,0.220094749309
6067005201,0.40507859734
6067005202,0.222222222222
6067005204,0.121002012972
6067005205,0.417538614848
6067005301,0.751533742331
6067005402,0.303495966193
6067005403,0.231007067138
6067005404,0.14081862561
6067005502,0.317602283539
6067005505,0.390327112181
6067005506,0.297823218997
6067005508,0.225927080087
6067005509,0.265734265734
6067005510,0.214740450539
6067005601,0.274355613805
6067005605,0.29649368864
6067005606,0.0949669779094
6067005701,0.0636666666667
6067005702,0.0309210526316
6067005801,0.062955352139
6067005803,0.030585106383
6067005804,0.0193675889328
6067005901,0.0721317040054
6067005903,0.223886986301
6067005904,0.574044586251
6067006002,0.275853220426
6067006003,0.269648284846
6067006004,0.114239086087
6067006101,0.306592039801
6067006102,0.172206303725
6067006201,0.428504085481
6067006202,0.369375
6067006300,0.390226244344
6067006400,0.300172182896
6067006500,0.382164678499
6067006600,0.374043510878
6067006701,0.210774720847
6067006702,0.435516739447
6067006800,0.473111312686
6067006900,0.337783711615
6067007001,0.371681415929
6067007004,0.298405148293
6067007007,0.226683701405
6067007010,0.18313714755
6067007011,0.238789589213
6067007012,0.232465543645
6067007013,0.177099716892
6067007014,0.155689424364
6067007015,0.179454115624
6067007016,0.180612064391
6067007017,0.521377368451
6067007018,0.088379705401
6067007019,0.357298474946
6067007020,0.102289434993
6067007101,0.405885156314
6067007102,0.0539014373717
6067007103,0.2234386036
6067007104,0.0667643109972
6067007105,0.122962747381
6067007106,0.54191628153
6067007107,0.41705969366
6067007202,0.202860169492
6067007204,0.168388656848
6067007206,0.0922055569216
6067007207,0.0615201900238
6067007208,0.184488297384
6067007209,0.251706036745
6067007301,0.349610894942
6067007402,0.313021571406
6067007403,0.211335062862
6067007406,0.247142203932
6067007413,0.263689847639
6067007414,0.250119789171
6067007415,0.198647778493
6067007416,0.1240234375
6067007417,0.0850226928896
6067007421,0.465017775032
6067007422,0.257628427964
6067007423,0.421715017065
6067007424,0.344493635861
6067007426,0.291611185087
6067007427,0.232423712865
6067007428,0.167220376523
6067007429,0.267090313884
6067007430,0.15918789603
6067007431,0.524100640822
6067007432,0.10321231705
6067007433,0.100539480137
6067007501,0.276330509829
6067007503,0.282209774
6067007504,0.195324675325
6067007601,0.153071798668
6067007602,0.242605997932
6067007701,0.312963840202
6067007702,0.103062712688
6067007801,0.196652012175
6067007802,0.13132780083
6067007903,0.190314866481
6067007904,0.095313426933
6067007905,0.0958625367398
6067007906,0.0940386230059
6067008005,0.0836363636364
6067008006,0.0528385772914
6067008007,0.216656230432
6067008008,0.117525346576
6067008009,0.136962626917
6067008010,0.174979558463
6067008111,0.103723404255
6067008113,0.140833333333
6067008117,0.0536165907941
6067008119,0.15577092511
6067008120,0.125207100592
6067008122,0.0860309128026
6067008124,0.131631967764
6067008125,0.131398013751
6067008127,0.246164697584
6067008128,0.0490909090909
6067008129,0.254945054945
6067008130,0.248110831234
6067008131,0.176948728637
6067008132,0.466089900554
6067008133,0.278454577097
6067008134,0.155712841254
6067008135,0.143432906591
6067008136,0.0562390158172
6067008137,0.204876130554
6067008138,0.166621364501
6067008139,0.177044476327
6067008140,0.0985810306199
6067008141,0.297289545389
6067008142,0.154909300317
6067008143,0.143146181082
6067008144,0.24932133243
6067008145,0.0610207100592
6067008203,0.178437108232
6067008204,0.0932379413801
6067008206,0.0606542882405
6067008207,0.0661981410111
6067008208,0.147131056039
6067008209,0.0534969325153
6067008210,0.0833042872081
6067008211,0.295252759429
6067008402,0.109767271395
6067008403,0.191497929182
6067008404,0.136936936937
6067008501,0.187988855259
6067008504,0.163467939245
6067008505,0.124883573197
6067008506,0.109851446443
6067008507,0.132021852396
6067008508,0.205463594658
6067008509,0.0168377823409
6067008510,0.164438656164
6067008512,0.0508806551826
6067008513,0.108728092264
6067008600,0.308830154776
6067008702,0.294909492917
6067008703,0.376573811915
