geoid,vbm_rate_tot
6067002300,0.688720864266
6067002400,0.670849786242
6067009004,0.64542180487
6067008913,0.639952533898
6067008910,0.667411023701
6067008911,0.664969136168
6067009504,0.698236691027
6067009322,0.691752547892
6067009503,0.636174144058
6067009502,0.665237400552
6067009006,0.682013505218
6067009005,0.74580552037
6067009108,0.641997655224
6067009109,0.639309858317
6067009111,0.663281148482
6067007017,0.716562419946
6067007015,0.690041146573
6067008513,0.701118559691
6067007107,0.702007001687
6067002500,0.631128188603
6067003900,0.627733603054
6067004005,0.680330698677
6067004004,0.685905824953
6067004001,0.682137599568
6067005403,0.706920856954
6067005402,0.664826995076
6067005404,0.719938080029
6067004401,0.624763705104
6067004203,0.621020990855
6067004300,0.611433351076
6067004100,0.638555032592
6067004202,0.612511201525
6067004012,0.747521970764
6067005502,0.607770910465
6067004006,0.672595641779
6067005601,0.694286293369
6067004402,0.647549752653
6067004601,0.627514698308
6067004602,0.657265706202
6067004801,0.694292461741
6067005201,0.519747235387
6067004904,0.612727311714
6067004903,0.671653185559
6067004802,0.727929182684
6067005202,0.66879209176
6067005605,0.626243906986
6067003101,0.624779800559
6067005701,0.667754996297
6067005606,0.715055906269
6067005702,0.641782267949
6067005801,0.663443204895
6067002900,0.657673911868
6067003000,0.634445634562
6067003102,0.574854261057
6067002800,0.619779007969
6067004905,0.61557294439
6067005101,0.650130709715
6067005002,0.733382312154
6067004906,0.65609162623
6067002200,0.6558540248
6067004008,0.68281985143
6067004011,0.726375696338
6067004010,0.667998796203
6067004009,0.663431628934
6067003502,0.607439469473
6067003300,0.634366127387
6067003400,0.65282809799
6067003800,0.635331066702
6067003700,0.594328944017
6067002100,0.583175353819
6067007207,0.629172751485
6067005804,0.711358078724
6067005803,0.711755810708
6067007206,0.602353043182
6067007209,0.604301563891
6067007402,0.600314745306
6067007208,0.628341708494
6067007204,0.614012501387
6067007403,0.634970819805
6067007414,0.589914367269
6067007416,0.675556868328
6067007413,0.652618515671
6067007417,0.585800814174
6067007422,0.670903954802
6067007421,0.641698078598
6067006102,0.688631094788
6067006002,0.650076311439
6067006101,0.649334020803
6067006201,0.674131490095
6067006003,0.675461741425
6067005901,0.697446645038
6067007904,0.653295323037
6067007701,0.644888547271
6067007802,0.665642401199
6067007801,0.680001072734
6067007905,0.722123953013
6067007702,0.677844238958
6067007601,0.677195982147
6067006202,0.748002222426
6067006400,0.610640037764
6067006300,0.619005478595
6067006701,0.589942334769
6067006600,0.594506339057
6067006500,0.614707199679
6067006800,0.569457239048
6067006702,0.619588259146
6067008007,0.674701536722
6067008006,0.678408360371
6067008005,0.683649687707
6067008009,0.673295031724
6067008117,0.656146020895
6067008113,0.632333205701
6067008120,0.642576050793
6067008119,0.633307450606
6067008111,0.657535377494
6067008010,0.634327520561
6067007004,0.592700545448
6067006900,0.625074084568
6067007001,0.620162279238
6067007007,0.585311166436
6067007501,0.632758334602
6067007503,0.688210042871
6067007504,0.736414721509
6067007013,0.617207424455
6067007010,0.662039619994
6067007012,0.655286645333
6067007011,0.595263668061
6067007014,0.61633003114
6067007202,0.632668181309
6067009900,0.825291264636
6067009606,0.65748975234
6067000100,0.621887425916
6067007429,0.618637759076
6067007426,0.621253405995
6067007427,0.629161259288
6067007432,0.606182657878
6067007431,0.659156583059
6067007433,0.643301004553
6067007430,0.627678767996
6067008507,0.672959805116
6067008505,0.719138768784
6067009331,0.677324604025
6067008704,0.672941742619
6067009329,0.719560003781
6067009324,0.701350721212
6067009010,0.685781800023
6067008801,0.650270113488
6067009201,0.795152439799
6067009638,0.788197475833
6067008703,0.739804562619
6067008508,0.691934078931
6067005509,0.606164383562
6067009328,0.692857444881
6067009332,0.701062215478
6067007018,0.653487110072
6067003204,0.675945566745
6067009634,0.599416899849
6067007106,0.664418079847
6067009630,0.682960269366
6067009408,0.778666983528
6067009633,0.651788140088
6067009632,0.723269186883
6067009636,0.702182319175
6067009635,0.667372192526
6067004502,0.648292535056
6067004701,0.768173091489
6067004501,0.587100370356
6067009639,0.676469470263
6067004702,0.593693667424
6067005510,0.654829488049
6067005904,0.68196199968
6067005204,0.61595545216
6067007016,0.640193263384
6067005205,0.728022679177
6067008506,0.718104495747
6067007020,0.663509471585
6067007428,0.642634855991
6067007102,0.731566593795
6067009011,0.681986505281
6067008509,0.649354119904
6067005903,0.679087361893
6067009407,0.669538233366
6067007103,0.614553311655
6067009622,0.672917278666
6067007019,0.55217410775
6067007104,0.652076842843
6067005301,0.659683935399
6067003202,0.659350020951
6067005505,0.652828110213
6067007424,0.668859649123
6067007406,0.619134119593
6067009312,0.701759339337
6067008600,0.698910057148
6067009406,0.648758095978
6067002700,0.587838242654
6067000200,0.629028976702
6067000300,0.593606397748
6067000400,0.604264826262
6067000500,0.619889464995
6067002000,0.616539771322
6067001900,0.597693880075
6067001800,0.62372390239
6067008137,0.68001904825
6067007423,0.642928811766
6067005102,0.711813459681
6067009307,0.670221169036
6067004201,0.61338189233
6067008905,0.626478227765
6067001200,0.644261032709
6067001300,0.577932813234
6067000600,0.63002265794
6067001400,0.640911638414
6067000700,0.833333333333
6067000800,0.662306777646
6067001500,0.628767788367
6067005508,0.650410616886
6067007602,0.656917077776
6067003600,0.627880908932
6067008912,0.61178768403
6067009110,0.62100456621
6067008140,0.649276973211
6067003501,0.626289257676
6067008008,0.688837920489
6067007415,0.637182762493
6067009501,0.712677995822
6067009403,0.727914039384
6067009314,0.707720678306
6067005001,0.644579220705
6067006004,0.672204440134
6067007906,0.675633621765
6067008207,0.638629878527
6067009103,0.657707509881
6067009008,0.637983749179
6067009007,0.674103007645
6067009106,0.653923819517
6067009323,0.695400392126
6067001600,0.633788980325
6067001700,0.626249173669
6067009107,0.6594191212
6067009608,0.644600315906
6067009601,0.620866635051
6067005506,0.609931699819
6067007903,0.666667171707
6067008122,0.691542171936
6067008129,0.675728049657
