geoid,countyfp,prc_nonengprof_final,unreliable_flag
6067002300,67,0.0362557679631,0
6067002400,67,0.0422125181951,0
6067009004,67,0.163884673748,0
6067008913,67,0.199806248486,0
6067008910,67,0.187221396731,0
6067008911,67,0.116200578592,0
6067009504,67,0.133956386293,0
6067009322,67,0.183504034761,0
6067009503,67,0.196883852691,0
6067009502,67,0.0789915966387,0
6067009006,67,0.212722438126,0
6067009005,67,0.182635658915,0
6067009108,67,0.124096385542,0
6067009109,67,0.0820328131253,0
6067009111,67,0.126777662157,0
6067007017,67,0.0629173989455,0
6067007015,67,0.0768688293371,0
6067008513,67,0.0885704982091,0
6067007107,67,0.120582765034,0
6067002500,67,0.184862861241,1
6067003900,67,0.0690389294404,0
6067004005,67,0.126215895611,0
6067004004,67,0.0984422675446,0
6067004001,67,0.096440397351,0
6067005403,67,0.0479669494001,1
6067005402,67,0.060321190756,0
6067005404,67,0.042259006816,0
6067004401,67,0.306808859721,0
6067004203,67,0.233884297521,0
6067004300,67,0.257529768854,0
6067004100,67,0.319601629697,0
6067004202,67,0.236382113821,0
6067004012,67,0.0717806531115,0
6067005502,67,0.227291494633,0
6067004006,67,0.0731445731446,0
6067005601,67,0.0604884729514,0
6067004402,67,0.317874396135,0
6067004601,67,0.211198143313,0
6067004602,67,0.367486338798,0
6067004801,67,0.36717585693,0
6067005201,67,0.0701538461538,0
6067004904,67,0.169022046354,0
6067004903,67,0.315557581282,0
6067004802,67,0.317176680813,0
6067005202,67,0.0396541443053,0
6067005605,67,0.102741884652,0
6067003101,67,0.0860883797054,0
6067005701,67,0.0622723285141,1
6067005606,67,0.052353506244,0
6067005702,67,0.0269406392694,0
6067005801,67,0.0483286347161,0
6067002900,67,0.115646258503,0
6067003000,67,0.141099392777,0
6067003102,67,0.154627949183,0
6067002800,67,0.112297734628,0
6067004905,67,0.317662422462,0
6067005101,67,0.28819784525,0
6067005002,67,0.263573883162,0
6067004906,67,0.262191048764,0
6067002200,67,0.119426751592,0
6067004008,67,0.0886597938144,0
6067004011,67,0.111459421804,0
6067004010,67,0.0735779060181,0
6067004009,67,0.131752906314,0
6067003502,67,0.223067173638,0
6067003300,67,0.0827244258873,0
6067003400,67,0.108241371214,0
6067003800,67,0.168663243963,0
6067003700,67,0.191387559809,0
6067002100,67,0.244816586922,0
6067007207,67,0.13567839196,0
6067005804,67,0.0600992963901,1
6067005803,67,0.0486614928129,1
6067007206,67,0.106856403622,0
6067007209,67,0.0752073205605,0
6067007402,67,0.166805393707,0
6067007208,67,0.0668805528134,0
6067007204,67,0.167810650888,0
6067007403,67,0.149476831091,0
6067007414,67,0.151348520555,0
6067007416,67,0.139801375095,0
6067007413,67,0.198208469055,0
6067007417,67,0.184974747475,0
6067007422,67,0.230666666667,0
6067007421,67,0.153037653038,0
6067006102,67,0.0512507626602,0
6067006002,67,0.0674738285876,1
6067006101,67,0.0891823025249,0
6067006201,67,0.125463208047,0
6067006003,67,0.138067520373,0
6067005901,67,0.0261416280609,0
6067007904,67,0.065100947672,0
6067007701,67,0.0885442721361,0
6067007802,67,0.111846599499,1
6067007801,67,0.0562015503876,0
6067007905,67,0.059227671168,0
6067007702,67,0.0500256541816,0
6067007601,67,0.0941683335898,0
6067006202,67,0.164581961817,0
6067006400,67,0.188609162196,0
6067006300,67,0.223420949392,0
6067006701,67,0.174816772798,0
6067006600,67,0.162003685709,0
6067006500,67,0.155129011957,0
6067006800,67,0.255679351758,0
6067006702,67,0.288094856593,0
6067008007,67,0.143004115226,0
6067008006,67,0.030303030303,0
6067008005,67,0.0384886176954,0
6067008009,67,0.0251773861295,0
6067008117,67,0.0859880528459,1
6067008113,67,0.0838947620279,1
6067008120,67,0.0572373441872,0
6067008119,67,0.0607371192178,0
6067008111,67,0.0873340979846,0
6067008010,67,0.096286701209,0
6067007004,67,0.183536766895,0
6067006900,67,0.195667365479,0
6067007001,67,0.255324813632,0
6067007007,67,0.274312282061,0
6067007501,67,0.134715928895,0
6067007503,67,0.108660785886,0
6067007504,67,0.129496402878,0
6067007013,67,0.165654520918,0
6067007010,67,0.0651493598862,0
6067007012,67,0.0590525632706,0
6067007011,67,0.104309586631,0
6067007014,67,0.1173799367,0
6067007202,67,0.181524032103,1
6067009900,67,0.191695874899,0
6067009606,67,0.201268062518,0
6067000100,67,0.03994809856,1
6067007429,67,0.162464371848,0
6067007426,67,0.0676001931434,0
6067007427,67,0.197141594224,0
6067007432,67,0.104733131923,0
6067007431,67,0.155696202532,0
